Date,Open*,High,Low,Close**,Volume,Market Cap
7-Feb-19,"3,414.93","3,427.95","3,394.22",3399.47,5004962683.00,"59,578,075,991"
6-Feb-19,"3,469.09","3,469.09","3,398.57",3413.77,5482196038.00,"59,821,158,612"
5-Feb-19,"3,454.95","3,478.15","3,451.94",3466.36,5227549545.00,"60,735,563,490"
4-Feb-19,"3,467.21","3,476.22","3,442.59",3459.15,5332718886.00,"60,603,083,461"
3-Feb-19,"3,516.14","3,521.39","3,447.92",3464.01,5043937584.00,"60,681,847,608"
2-Feb-19,"3,484.63","3,523.29","3,467.57",3521.06,5071623601.00,"61,675,119,055"
1-Feb-19,"3,460.55","3,501.95","3,431.59",3487.95,5422926707.00,"61,088,747,491"
31-Jan-19,"3,485.41","3,504.80","3,447.92",3457.79,5831198271.00,"60,553,903,927"
30-Jan-19,"3,443.90","3,495.17","3,429.39",3486.18,5955112627.00,"61,044,262,622"
29-Jan-19,"3,468.87","3,476.07","3,400.82",3448.12,5897159493.00,"60,371,874,099"
28-Jan-19,"3,584.28","3,586.75","3,439.23",3470.45,6908930483.00,"60,756,570,314"
27-Jan-19,"3,604.69","3,612.67","3,567.25",3583.97,5570752966.00,"62,737,274,093"
26-Jan-19,"3,599.72","3,654.93","3,593.35",3602.46,5098183235.00,"63,054,898,963"
25-Jan-19,"3,607.39","3,612.93","3,575.60",3599.77,5265847539.00,"63,000,985,908"
24-Jan-19,"3,584.50","3,616.09","3,569.09",3600.87,5262869046.00,"63,014,066,012"
23-Jan-19,"3,605.56","3,623.07","3,565.31",3585.12,5433755649.00,"62,731,361,272"
22-Jan-19,"3,575.08","3,620.75","3,539.72",3604.58,5313623556.00,"63,065,139,424"
21-Jan-19,"3,600.37","3,608.84","3,558.54",3576.03,5004347059.00,"62,559,869,612"
20-Jan-19,"3,725.45","3,743.39","3,583.02",3601.01,5582489560.00,"62,990,143,284"
19-Jan-19,"3,652.38","3,758.53","3,652.38",3728.57,5955691380.00,"65,214,103,659"
18-Jan-19,"3,677.99","3,682.52","3,637.08",3657.84,5002961727.00,"63,970,991,867"
17-Jan-19,"3,651.87","3,680.14","3,621.96",3678.56,5464420383.00,"64,327,048,255"
16-Jan-19,"3,631.51","3,685.78","3,624.67",3655.01,5394457145.00,"63,909,348,776"
15-Jan-19,"3,704.22","3,720.15","3,619.95",3630.68,5537192302.00,"63,477,817,959"
14-Jan-19,"3,557.31","3,727.84","3,552.29",3706.05,5651384490.00,"64,789,619,995"
13-Jan-19,"3,658.87","3,674.76","3,544.93",3552.95,4681302466.00,"62,106,461,671"
12-Jan-19,"3,686.97","3,698.98","3,653.81",3661.30,4778170883.00,"63,994,140,882"
11-Jan-19,"3,674.02","3,713.88","3,653.07",3687.37,5538712865.00,"64,443,301,117"
10-Jan-19,"4,034.41","4,064.07","3,659.17",3678.92,6874143796.00,"64,288,932,886"
9-Jan-19,"4,031.55","4,068.40","4,022.66",4035.30,5115905225.00,"70,508,733,459"
8-Jan-19,"4,028.47","4,109.02","3,996.96",4030.85,5306593305.00,"70,422,743,854"
7-Jan-19,"4,078.59","4,092.61","4,020.89",4025.25,5228625637.00,"70,316,305,580"
6-Jan-19,"3,836.52","4,093.30","3,826.51",4076.63,5597027440.00,"71,206,795,853"
5-Jan-19,"3,851.97","3,904.90","3,836.90",3845.19,5137609824.00,"67,157,570,935"
4-Jan-19,"3,832.04","3,865.93","3,783.85",3857.72,4847965467.00,"67,368,333,500"
3-Jan-19,"3,931.05","3,935.69","3,826.22",3836.74,4530215219.00,"66,994,920,903"
2-Jan-19,"3,849.22","3,947.98","3,817.41",3943.41,5244856836.00,"68,849,856,732"
1-Jan-19,"3,746.71","3,850.91","3,707.23",3843.52,4324200990.00,"67,098,634,181"
31-Dec-18,"3,866.84","3,868.74","3,725.87",3742.70,4661840806.00,"65,331,499,158"
30-Dec-18,"3,822.38","3,901.91","3,797.22",3865.95,4770578575.00,"67,475,512,827"
29-Dec-18,"3,932.49","3,963.76","3,820.41",3820.41,4991655917.00,"66,672,244,158"
28-Dec-18,"3,653.13","3,956.14","3,642.63",3923.92,5631554348.00,"68,471,837,969"
27-Dec-18,"3,854.69","3,874.42","3,645.45",3654.83,5130222366.00,"63,768,757,101"
26-Dec-18,"3,819.67","3,893.36","3,769.86",3857.30,5326547918.00,"67,292,819,465"
25-Dec-18,"4,081.03","4,089.56","3,760.02",3815.49,6158207293.00,"66,556,033,172"
24-Dec-18,"4,000.33","4,271.79","4,000.33",4078.60,7240968501.00,"71,137,548,589"
23-Dec-18,"4,020.99","4,085.72","3,976.41",3998.98,6151275490.00,"69,741,217,417"
22-Dec-18,"3,898.08","4,014.18","3,855.74",4014.18,5605823233.00,"69,997,508,295"
21-Dec-18,"4,133.70","4,198.43","3,850.95",3896.54,7206015706.00,"67,937,650,255"
20-Dec-18,"3,742.20","4,191.23","3,728.97",4134.44,8927129279.00,"72,078,243,771"
19-Dec-18,"3,706.82","3,949.32","3,687.23",3745.95,6810689119.00,"65,299,132,785"
18-Dec-18,"3,544.76","3,701.35","3,487.17",3696.06,5911325473.00,"64,422,587,801"
17-Dec-18,"3,253.12","3,597.92","3,253.12",3545.86,5409247918.00,"61,798,926,687"
16-Dec-18,"3,236.27","3,305.75","3,233.82",3252.84,3744248994.00,"56,685,436,644"
15-Dec-18,"3,244.00","3,275.38","3,191.30",3236.76,3551763561.00,"56,400,691,425"
14-Dec-18,"3,311.75","3,329.56","3,206.54",3242.48,4372763663.00,"56,494,379,457"
13-Dec-18,"3,487.88","3,489.74","3,298.13",3313.68,4343372456.00,"57,728,688,216"
12-Dec-18,"3,421.46","3,534.23","3,413.48",3486.95,4139364829.00,"60,741,625,426"
11-Dec-18,"3,497.55","3,513.18","3,392.25",3424.59,4696765188.00,"59,650,201,102"
10-Dec-18,"3,612.05","3,647.33","3,470.14",3502.66,5020968740.00,"61,004,445,982"
9-Dec-18,"3,473.23","3,685.31","3,469.09",3614.23,4947372847.00,"62,942,160,928"
8-Dec-18,"3,421.91","3,506.04","3,350.65",3476.11,5305024497.00,"60,531,278,392"
7-Dec-18,"3,512.59","3,512.59","3,280.23",3419.94,6835615448.00,"59,547,645,578"
6-Dec-18,"3,754.07","3,874.97","3,521.10",3521.10,5878333109.00,"61,303,965,508"
5-Dec-18,"3,958.89","3,969.54","3,753.99",3753.99,5302481574.00,"65,352,496,336"
4-Dec-18,"3,886.29","4,075.63","3,832.75",3956.89,5028069239.00,"68,878,292,608"
3-Dec-18,"4,147.32","4,155.98","3,840.45",3894.13,5089570994.00,"67,779,050,170"
2-Dec-18,"4,200.73","4,301.52","4,110.98",4139.88,5262697895.00,"72,050,487,506"
1-Dec-18,"4,024.46","4,309.38","3,969.71",4214.67,5375314093.00,"73,346,194,969"
30-Nov-18,"4,289.09","4,322.98","3,942.82",4017.27,6048016717.00,"69,904,637,061"
29-Nov-18,"4,269.00","4,413.02","4,145.77",4278.85,6503347767.00,"74,451,016,927"
28-Nov-18,"3,822.47","4,385.90","3,822.47",4257.42,7280280000.00,"74,072,560,088"
27-Nov-18,"3,765.95","3,862.96","3,661.01",3820.72,5998720000.00,"66,468,970,322"
26-Nov-18,"4,015.07","4,107.14","3,643.92",3779.13,6476900000.00,"65,739,289,046"
25-Nov-18,"3,880.78","4,120.87","3,585.06",4009.97,6825640000.00,"69,749,265,801"
24-Nov-18,"4,347.69","4,413.09","3,795.16",3880.76,4679500000.00,"67,495,633,205"
23-Nov-18,"4,360.70","4,396.42","4,195.68",4347.11,4871490000.00,"75,598,851,166"
22-Nov-18,"4,611.57","4,629.64","4,365.64",4365.94,4569370000.00,"75,919,439,809"
21-Nov-18,"4,465.54","4,675.73","4,343.98",4602.17,6120120000.00,"80,020,171,047"
20-Nov-18,"4,863.93","4,951.61","4,272.11",4451.87,8428290000.00,"77,401,044,320"
19-Nov-18,"5,620.78","5,620.78","4,842.91",4871.49,7039560000.00,"84,688,539,692"
18-Nov-18,"5,559.74","5,653.61","5,559.74",5623.54,4159680000.00,"97,753,714,643"
17-Nov-18,"5,578.58","5,578.58","5,519.56",5554.33,4303150000.00,"96,542,098,114"
16-Nov-18,"5,645.32","5,657.02","5,498.94",5575.55,5279320000.00,"96,900,828,780"
15-Nov-18,"5,736.15","5,774.82","5,358.38",5648.03,7032140000.00,"98,151,606,541"
14-Nov-18,"6,351.24","6,371.55","5,544.09",5738.35,7398940000.00,"99,712,077,259"
13-Nov-18,"6,373.19","6,395.27","6,342.67",6359.49,4503800000.00,"110,494,466,204"
12-Nov-18,"6,411.76","6,434.21","6,360.47",6371.27,4295770000.00,"110,689,666,528"
11-Nov-18,"6,413.63","6,423.25","6,350.17",6411.27,3939060000.00,"111,373,453,740"
10-Nov-18,"6,386.13","6,437.28","6,385.31",6409.22,3705320000.00,"111,326,145,314"
9-Nov-18,"6,442.60","6,456.46","6,373.37",6385.62,4346820000.00,"110,905,767,441"
8-Nov-18,"6,522.27","6,536.92","6,438.53",6453.72,4665260000.00,"112,078,367,037"
7-Nov-18,"6,468.50","6,552.16","6,468.31",6530.14,4941260000.00,"113,395,632,955"
6-Nov-18,"6,433.38","6,463.55","6,408.16",6461.01,4700040000.00,"112,095,603,776"
5-Nov-18,"6,363.62","6,480.59","6,363.62",6419.66,4174800000.00,"111,456,211,022"
4-Nov-18,"6,365.47","6,388.63","6,294.57",6376.13,4390020000.00,"110,689,215,104"
3-Nov-18,"6,387.24","6,400.07","6,342.37",6361.26,3658640000.00,"110,421,212,888"
2-Nov-18,"6,378.92","6,396.86","6,327.38",6388.44,4234870000.00,"110,880,236,966"
1-Nov-18,"6,318.14","6,547.14","6,311.83",6377.78,3789400000.00,"110,683,820,788"
31-Oct-18,"6,336.99","6,349.16","6,316.88",6317.61,4191240000.00,"109,627,117,226"
30-Oct-18,"6,337.04","6,364.99","6,310.14",6334.27,3781100000.00,"109,903,543,419"
29-Oct-18,"6,492.35","6,503.60","6,306.99",6332.63,4199910000.00,"109,862,898,081"
28-Oct-18,"6,482.66","6,502.28","6,447.91",6486.39,3445190000.00,"112,518,434,372"
27-Oct-18,"6,480.84","6,507.41","6,453.53",6480.38,3393250000.00,"112,403,001,148"
26-Oct-18,"6,468.44","6,498.29","6,449.61",6474.75,3306050000.00,"112,294,341,019"
25-Oct-18,"6,484.65","6,504.65","6,447.03",6476.29,3230550000.00,"112,309,554,478"
24-Oct-18,"6,478.89","6,521.99","6,468.86",6495.84,3424670000.00,"112,637,293,966"
23-Oct-18,"6,472.36","6,506.01","6,451.27",6475.74,3716150000.00,"112,279,779,884"
22-Oct-18,"6,486.05","6,543.80","6,462.98",6487.16,3672860000.00,"112,465,213,723"
21-Oct-18,"6,490.09","6,556.38","6,476.00",6482.35,3253610000.00,"112,369,106,369"
20-Oct-18,"6,460.92","6,497.72","6,449.00",6489.19,3379130000.00,"112,476,559,221"
19-Oct-18,"6,478.07","6,493.68","6,445.31",6465.41,3578870000.00,"112,052,990,522"
18-Oct-18,"6,542.33","6,567.54","6,450.04",6476.71,3924080000.00,"112,237,252,159"
17-Oct-18,"6,590.52","6,601.21","6,517.45",6544.43,4088420000.00,"113,399,343,801"
16-Oct-18,"6,601.41","6,673.59","6,571.37",6596.11,4074800000.00,"114,283,707,152"
15-Oct-18,"6,292.64","6,965.06","6,258.68",6596.54,7370770000.00,"114,280,022,340"
14-Oct-18,"6,288.49","6,363.21","6,280.15",6290.93,3085320000.00,"108,972,590,373"
13-Oct-18,"6,278.08","6,308.51","6,259.81",6285.99,3064030000.00,"108,878,136,724"
12-Oct-18,"6,239.25","6,328.50","6,236.47",6274.58,3783500000.00,"108,669,526,315"
11-Oct-18,"6,586.74","6,586.74","6,243.74",6256.24,5181640000.00,"108,341,572,839"
10-Oct-18,"6,640.29","6,640.29","6,538.96",6585.53,3787650000.00,"114,030,835,912"
9-Oct-18,"6,653.08","6,661.41","6,606.94",6642.64,3580810000.00,"115,007,759,484"
8-Oct-18,"6,600.19","6,675.06","6,576.04",6652.23,3979460000.00,"115,162,906,843"
7-Oct-18,"6,590.68","6,641.49","6,557.04",6602.95,3306630000.00,"114,298,880,311"
6-Oct-18,"6,622.45","6,628.54","6,577.80",6588.31,3259740000.00,"114,033,598,927"
5-Oct-18,"6,574.15","6,623.62","6,557.41",6622.48,3671500000.00,"114,614,764,674"
4-Oct-18,"6,497.91","6,603.31","6,497.91",6576.69,3838410000.00,"113,811,343,543"
3-Oct-18,"6,553.86","6,571.46","6,454.03",6502.59,3887310000.00,"112,516,993,837"
2-Oct-18,"6,593.24","6,611.84","6,537.90",6556.10,3979260000.00,"113,431,019,760"
1-Oct-18,"6,619.85","6,653.30","6,549.08",6589.62,4000970000.00,"113,999,846,113"
30-Sep-18,"6,604.71","6,643.78","6,566.54",6625.56,4002280000.00,"114,608,519,470"
29-Sep-18,"6,643.10","6,643.10","6,511.65",6601.96,4363690000.00,"114,186,839,964"
28-Sep-18,"6,678.75","6,785.03","6,598.32",6644.13,5014430000.00,"114,903,584,220"
27-Sep-18,"6,495.29","6,712.10","6,464.95",6676.75,4606810000.00,"115,454,861,756"
26-Sep-18,"6,452.79","6,585.91","6,397.89",6495.00,4437300000.00,"112,300,336,125"
25-Sep-18,"6,603.64","6,603.64","6,381.86",6446.47,4726180000.00,"111,450,035,114"
24-Sep-18,"6,704.77","6,713.56","6,580.90",6595.41,4177310000.00,"114,011,060,309"
23-Sep-18,"6,715.32","6,766.15","6,679.42",6710.63,4197500000.00,"115,990,387,532"
22-Sep-18,"6,735.05","6,814.56","6,616.80",6721.98,4509660000.00,"116,173,876,360"
21-Sep-18,"6,513.87","6,794.33","6,496.36",6734.95,6531940000.00,"116,385,068,032"
20-Sep-18,"6,398.85","6,529.26","6,395.95",6519.67,4348110000.00,"112,653,130,183"
19-Sep-18,"6,371.85","6,448.46","6,208.34",6398.54,4431340000.00,"110,547,735,544"
18-Sep-18,"6,280.91","6,384.18","6,265.71",6371.30,4180090000.00,"110,064,685,348"
17-Sep-18,"6,514.06","6,540.21","6,257.52",6281.20,3910780000.00,"108,497,127,334"
16-Sep-18,"6,536.68","6,544.33","6,460.10",6517.18,3273730000.00,"112,562,367,224"
15-Sep-18,"6,509.40","6,561.72","6,493.55",6543.20,3216300000.00,"113,000,324,618"
14-Sep-18,"6,515.41","6,596.10","6,456.17",6512.71,4076220000.00,"112,462,453,186"
13-Sep-18,"6,354.24","6,535.41","6,354.24",6517.31,4210910000.00,"112,530,970,182"
12-Sep-18,"6,317.01","6,363.87","6,265.09",6351.80,4064230000.00,"109,661,521,297"
11-Sep-18,"6,331.88","6,398.92","6,260.21",6321.20,3849910000.00,"109,119,948,884"
10-Sep-18,"6,301.57","6,374.98","6,292.76",6329.70,3714100000.00,"109,255,603,474"
9-Sep-18,"6,223.38","6,446.26","6,201.22",6300.86,3671890000.00,"108,747,090,915"
8-Sep-18,"6,460.17","6,534.25","6,197.52",6225.98,3835060000.00,"107,442,122,871"
7-Sep-18,"6,528.92","6,555.29","6,396.87",6467.07,4264680000.00,"111,590,424,587"
6-Sep-18,"6,755.14","6,755.14","6,404.72",6529.17,5523470000.00,"112,649,565,532"
5-Sep-18,"7,361.46","7,388.43","6,792.83",6792.83,5800460000.00,"117,185,657,641"
4-Sep-18,"7,263.00","7,388.26","7,255.44",7361.66,4273640000.00,"126,986,882,925"
3-Sep-18,"7,279.03","7,317.94","7,208.15",7260.06,4087760000.00,"125,222,785,390"
2-Sep-18,"7,189.58","7,306.31","7,132.16",7272.72,4329540000.00,"125,427,780,027"
1-Sep-18,"7,044.81","7,242.29","7,038.05",7193.25,4116050000.00,"124,044,625,438"
31-Aug-18,"6,973.97","7,057.17","6,920.16",7037.58,4495650000.00,"121,346,613,238"
30-Aug-18,"7,043.76","7,072.69","6,834.69",6978.23,4463250000.00,"120,309,828,156"
29-Aug-18,"7,091.71","7,113.30","6,970.82",7047.16,4145880000.00,"121,484,666,374"
28-Aug-18,"6,891.08","7,109.56","6,882.34",7096.28,4659940000.00,"122,319,195,736"
27-Aug-18,"6,710.80","6,884.64","6,689.71",6884.64,4019000000.00,"118,657,885,712"
26-Aug-18,"6,754.64","6,774.75","6,620.75",6707.26,3295500000.00,"115,585,205,491"
25-Aug-18,"6,719.95","6,789.63","6,700.96",6763.19,3312600000.00,"116,534,497,933"
24-Aug-18,"6,551.52","6,719.96","6,498.64",6719.96,4097820000.00,"115,778,358,839"
23-Aug-18,"6,371.34","6,546.54","6,371.34",6534.88,3426180000.00,"112,577,436,411"
22-Aug-18,"6,486.25","6,816.79","6,310.11",6376.71,4668110000.00,"109,840,902,181"
21-Aug-18,"6,301.07","6,500.87","6,298.24",6488.76,3377180000.00,"111,758,100,192"
20-Aug-18,"6,500.51","6,536.92","6,297.93",6308.53,3665100000.00,"108,642,191,682"
19-Aug-18,"6,422.57","6,537.98","6,361.55",6506.07,3311170000.00,"112,031,838,393"
18-Aug-18,"6,583.43","6,617.35","6,353.73",6423.76,3984520000.00,"110,603,014,928"
17-Aug-18,"6,340.91","6,582.50","6,324.97",6580.63,4992990000.00,"113,290,724,406"
16-Aug-18,"6,294.23","6,473.50","6,276.41",6334.73,4328420000.00,"109,045,250,379"
15-Aug-18,"6,221.42","6,588.49","6,221.42",6308.52,4895450000.00,"108,581,773,101"
14-Aug-18,"6,287.66","6,287.94","5,971.05",6199.71,5301700000.00,"106,696,389,129"
13-Aug-18,"6,341.36","6,537.05","6,225.72",6297.57,4083980000.00,"108,369,686,635"
12-Aug-18,"6,283.65","6,409.85","6,237.50",6322.69,5665250000.00,"108,790,259,014"
11-Aug-18,"6,185.79","6,455.74","6,109.03",6295.73,4047850000.00,"108,314,257,212"
10-Aug-18,"6,571.42","6,591.26","6,124.52",6184.71,4528680000.00,"106,390,927,598"
9-Aug-18,"6,305.56","6,625.73","6,249.07",6568.23,4267040000.00,"112,973,963,230"
8-Aug-18,"6,746.85","6,746.85","6,226.22",6305.80,5064430000.00,"108,448,409,560"
7-Aug-18,"6,958.32","7,146.56","6,748.24",6753.12,4682800000.00,"116,128,339,800"
6-Aug-18,"7,062.94","7,166.55","6,890.54",6951.80,3925900000.00,"119,531,508,535"
5-Aug-18,"7,031.08","7,102.77","6,940.70",7068.48,3679110000.00,"121,526,079,384"
4-Aug-18,"7,438.67","7,497.49","6,984.07",7032.85,4268390000.00,"120,899,698,889"
3-Aug-18,"7,562.14","7,562.14","7,328.65",7434.39,4627150000.00,"127,785,826,655"
2-Aug-18,"7,634.19","7,712.77","7,523.44",7567.15,4214110000.00,"130,052,066,760"
1-Aug-18,"7,769.04","7,769.04","7,504.95",7624.91,4797620000.00,"131,030,166,771"
31-Jul-18,"8,181.20","8,181.53","7,696.93",7780.44,5287530000.00,"133,688,476,220"
30-Jul-18,"8,221.58","8,235.50","7,917.50",8180.48,5551400000.00,"140,547,190,784"
29-Jul-18,"8,205.82","8,272.26","8,141.18",8218.46,4107190016.00,"141,185,844,808"
28-Jul-18,"8,169.06","8,222.85","8,110.77",8192.15,3988750080.00,"140,716,560,550"
27-Jul-18,"7,950.40","8,262.66","7,839.76",8165.01,5195879936.00,"140,235,573,607"
26-Jul-18,"8,176.85","8,290.33","7,878.71",7951.58,4899089920.00,"136,553,079,708"
25-Jul-18,"8,379.66","8,416.87","8,086.36",8181.39,5845400064.00,"140,482,950,401"
24-Jul-18,"7,716.51","8,424.27","7,705.50",8424.27,7277689856.00,"144,634,918,474"
23-Jul-18,"7,414.71","7,771.50","7,409.10",7711.11,5132480000.00,"132,375,368,459"
22-Jul-18,"7,417.80","7,537.95","7,383.82",7418.49,3695460096.00,"127,336,615,249"
21-Jul-18,"7,352.72","7,437.64","7,262.41",7419.29,3726609920.00,"127,333,468,174"
20-Jul-18,"7,467.40","7,594.67","7,323.26",7354.13,4936869888.00,"126,202,570,251"
19-Jul-18,"7,378.20","7,494.46","7,295.46",7466.86,5111629824.00,"128,122,730,711"
18-Jul-18,"7,315.32","7,534.99","7,280.47",7370.78,6103410176.00,"126,458,165,406"
17-Jul-18,"6,739.65","7,387.24","6,684.17",7321.04,5961950208.00,"125,588,963,706"
16-Jul-18,"6,357.01","6,741.75","6,357.01",6741.75,4725799936.00,"115,638,203,962"
15-Jul-18,"6,272.70","6,403.46","6,256.51",6359.64,3285459968.00,"109,074,579,938"
14-Jul-18,"6,247.50","6,298.19","6,212.22",6276.12,2923670016.00,"107,631,453,835"
13-Jul-18,"6,235.03","6,310.55","6,192.24",6238.05,3805400064.00,"106,968,440,793"
12-Jul-18,"6,396.78","6,397.10","6,136.42",6228.81,3770170112.00,"106,798,864,820"
11-Jul-18,"6,330.77","6,444.96","6,330.47",6394.71,3644859904.00,"109,631,867,446"
10-Jul-18,"6,739.21","6,767.74","6,320.72",6329.95,4052430080.00,"108,511,009,626"
9-Jul-18,"6,775.08","6,838.68","6,724.34",6741.75,3718129920.00,"115,557,889,495"
8-Jul-18,"6,857.80","6,885.91","6,747.98",6773.88,3386210048.00,"116,097,021,279"
7-Jul-18,"6,668.71","6,863.99","6,579.24",6856.93,3961080064.00,"117,506,606,000"
6-Jul-18,"6,638.69","6,700.94","6,533.55",6673.50,4313959936.00,"114,350,502,582"
5-Jul-18,"6,599.71","6,749.54","6,546.65",6639.14,4999240192.00,"113,748,385,620"
4-Jul-18,"6,550.87","6,771.92","6,450.46",6597.55,4176689920.00,"113,024,522,547"
3-Jul-18,"6,596.66","6,671.37","6,447.75",6529.59,4672309760.00,"111,849,428,104"
2-Jul-18,"6,380.38","6,683.86","6,305.70",6614.18,4396930048.00,"113,288,832,522"
1-Jul-18,"6,411.68","6,432.85","6,289.29",6385.82,4788259840.00,"109,366,024,632"
30-Jun-18,"6,214.22","6,465.51","6,214.22",6404.00,4543860224.00,"109,665,618,200"
29-Jun-18,"5,898.13","6,261.66","5,835.75",6218.30,3966230016.00,"106,474,707,240"
28-Jun-18,"6,153.16","6,170.41","5,873.05",5903.44,3467800064.00,"101,072,353,482"
27-Jun-18,"6,084.40","6,180.00","6,052.85",6157.13,3296219904.00,"105,403,600,614"
26-Jun-18,"6,253.55","6,290.16","6,093.67",6093.67,3279759872.00,"104,307,939,200"
25-Jun-18,"6,171.97","6,327.37","6,119.68",6249.18,5500810240.00,"106,958,465,208"
24-Jun-18,"6,164.28","6,223.78","5,826.41",6173.23,4566909952.00,"105,646,571,668"
23-Jun-18,"6,090.10","6,224.82","6,071.81",6162.48,3431360000.00,"105,449,276,520"
22-Jun-18,"6,737.88","6,747.08","6,006.60",6083.69,5079810048.00,"104,088,814,967"
21-Jun-18,"6,780.09","6,810.94","6,715.17",6729.74,3529129984.00,"115,129,700,024"
20-Jun-18,"6,770.76","6,821.56","6,611.88",6776.55,3888640000.00,"115,916,357,344"
19-Jun-18,"6,742.39","6,822.50","6,709.92",6769.94,4057029888.00,"115,789,919,278"
18-Jun-18,"6,510.07","6,781.14","6,446.68",6734.82,4039200000.00,"115,176,197,712"
17-Jun-18,"6,545.53","6,589.11","6,499.27",6499.27,3104019968.00,"111,134,754,810"
16-Jun-18,"6,455.45","6,592.49","6,402.29",6550.16,3194170112.00,"111,992,015,616"
15-Jun-18,"6,674.08","6,681.08","6,433.87",6456.58,3955389952.00,"110,378,702,283"
14-Jun-18,"6,342.75","6,707.14","6,334.46",6675.35,5138710016.00,"114,106,009,748"
13-Jun-18,"6,596.88","6,631.66","6,285.63",6349.90,5052349952.00,"108,530,585,830"
12-Jun-18,"6,905.82","6,907.96","6,542.08",6582.36,4654380032.00,"112,491,874,164"
11-Jun-18,"6,799.29","6,910.18","6,706.63",6906.92,4745269760.00,"118,025,877,189"
10-Jun-18,"7,499.55","7,499.55","6,709.07",6786.02,5804839936.00,"115,948,312,827"
9-Jun-18,"7,632.52","7,683.58","7,531.98",7531.98,3845220096.00,"128,682,085,689"
8-Jun-18,"7,685.14","7,698.19","7,558.40",7624.92,4227579904.00,"130,256,218,613"
7-Jun-18,"7,650.82","7,741.27","7,650.82",7678.24,4485799936.00,"131,153,169,176"
6-Jun-18,"7,625.97","7,680.43","7,502.01",7653.98,4692259840.00,"130,725,095,161"
5-Jun-18,"7,500.90","7,643.23","7,397.00",7633.76,4961739776.00,"130,365,918,088"
4-Jun-18,"7,722.53","7,753.82","7,474.04",7514.47,4993169920.00,"128,312,205,314"
3-Jun-18,"7,632.09","7,754.89","7,613.04",7720.25,4851760128.00,"131,808,021,256"
2-Jun-18,"7,536.72","7,695.83","7,497.26",7643.45,4939299840.00,"130,481,526,036"
1-Jun-18,"7,500.70","7,604.73","7,407.34",7541.45,4921460224.00,"128,725,854,692"
31-May-18,"7,406.15","7,608.90","7,361.13",7494.17,5127130112.00,"127,902,999,390"
30-May-18,"7,469.73","7,573.77","7,313.60",7406.52,4922540032.00,"126,391,893,474"
29-May-18,"7,129.46","7,526.42","7,090.68",7472.59,5662660096.00,"127,502,651,064"
28-May-18,"7,371.31","7,419.05","7,100.89",7135.99,5040600064.00,"121,747,389,422"
27-May-18,"7,362.08","7,381.74","7,270.96",7368.22,4056519936.00,"125,695,017,596"
26-May-18,"7,486.48","7,595.16","7,349.12",7355.88,4051539968.00,"125,469,061,263"
25-May-18,"7,592.30","7,659.14","7,392.65",7480.14,4867829760.00,"127,573,690,458"
24-May-18,"7,561.12","7,738.60","7,331.14",7587.34,6049220096.00,"129,385,391,552"
23-May-18,"8,037.08","8,054.66","7,507.88",7557.82,6491120128.00,"128,868,479,514"
22-May-18,"8,419.87","8,423.25","8,004.58",8041.78,5137010176.00,"137,104,106,176"
21-May-18,"8,522.33","8,557.52","8,365.12",8418.99,5154990080.00,"143,518,943,480"
20-May-18,"8,246.99","8,562.41","8,205.24",8513.25,5191059968.00,"145,109,512,565"
19-May-18,"8,255.73","8,372.06","8,183.35",8247.18,4712399872.00,"140,559,162,894"
18-May-18,"8,091.83","8,274.12","7,974.82",8250.97,5764190208.00,"140,607,667,610"
17-May-18,"8,370.05","8,445.54","8,054.12",8094.32,5862530048.00,"137,923,772,714"
16-May-18,"8,504.41","8,508.43","8,175.49",8368.83,6760220160.00,"142,587,497,878"
15-May-18,"8,705.19","8,836.19","8,456.45",8510.38,6705710080.00,"144,979,744,412"
14-May-18,"8,713.10","8,881.12","8,367.97",8716.79,7364149760.00,"148,480,275,422"
13-May-18,"8,515.49","8,773.55","8,395.12",8723.94,5866379776.00,"148,587,777,457"
12-May-18,"8,441.44","8,664.86","8,223.50",8504.89,6821380096.00,"144,841,040,789"
11-May-18,"9,052.96","9,052.96","8,394.46",8441.49,8488520192.00,"143,743,802,092"
10-May-18,"9,325.96","9,396.04","9,040.52",9043.94,6906699776.00,"153,988,453,198"
9-May-18,"9,223.73","9,374.76","9,031.62",9325.18,7226890240.00,"158,758,858,205"
8-May-18,"9,380.87","9,462.75","9,127.77",9234.82,7415869952.00,"157,202,142,973"
7-May-18,"9,645.67","9,665.85","9,231.53",9373.01,7394019840.00,"159,538,115,686"
6-May-18,"9,845.31","9,940.14","9,465.25",9654.80,7222280192.00,"164,316,605,278"
5-May-18,"9,700.28","9,964.50","9,695.12",9858.15,7651939840.00,"167,759,953,654"
4-May-18,"9,695.50","9,779.20","9,585.96",9700.76,8217829888.00,"165,062,796,742"
3-May-18,"9,233.97","9,798.33","9,188.15",9743.86,10207299584.00,"165,778,380,092"
2-May-18,"9,104.60","9,256.52","9,015.14",9235.92,7558159872.00,"157,119,854,754"
1-May-18,"9,251.47","9,255.88","8,891.05",9119.01,7713019904.00,"155,114,132,125"
30-Apr-18,"9,426.11","9,477.14","9,166.81",9240.55,8673920000.00,"157,163,847,314"
29-Apr-18,"9,346.41","9,531.49","9,193.71",9419.08,8853000192.00,"160,182,287,342"
28-Apr-18,"8,939.27","9,412.09","8,931.99",9348.48,7805479936.00,"158,963,068,374"
